notification_date,age_group,confirmed_by_pcr,confirmed_cases_count
2022-07-18,AgeGroup_25-29,Yes,500
2022-07-18,AgeGroup_30-34,No,680
2022-07-18,AgeGroup_30-34,Yes,588
2022-07-18,AgeGroup_35-39,No,698
2022-07-18,AgeGroup_35-39,Yes,606
2022-07-18,AgeGroup_40-44,No,707
2022-07-18,AgeGroup_40-44,Yes,498
2022-07-18,AgeGroup_45-49,No,638
2022-07-18,AgeGroup_45-49,Yes,525
2022-07-18,AgeGroup_50-54,No,605
2022-07-18,AgeGroup_50-54,Yes,583
2022-07-18,AgeGroup_55-59,No,491
2022-07-18,AgeGroup_55-59,Yes,517
2022-07-18,AgeGroup_60-64,No,439
2022-07-18,AgeGroup_60-64,Yes,481
2022-07-18,AgeGroup_65-69,No,289
2022-07-18,AgeGroup_65-69,Yes,387
2022-07-18,AgeGroup_70+,No,493
2022-07-18,AgeGroup_70+,Yes,861
2022-07-18,AgeGroup_None,Yes,1
2022-07-19,AgeGroup_0-19,No,1603
2022-07-19,AgeGroup_0-19,Yes,1143
2022-07-19,AgeGroup_20-24,No,572
2022-07-19,AgeGroup_20-24,Yes,465
2022-07-19,AgeGroup_25-29,No,594
2022-07-19,AgeGroup_25-29,Yes,682
2022-07-19,AgeGroup_30-34,No,624
2022-07-19,AgeGroup_30-34,Yes,690
2022-07-19,AgeGroup_35-39,No,656
2022-07-19,AgeGroup_35-39,Yes,710
2022-07-19,AgeGroup_40-44,No,596
2022-07-19,AgeGroup_40-44,Yes,587
2022-07-19,AgeGroup_45-49,No,524
2022-07-19,AgeGroup_45-49,Yes,566
2022-07-19,AgeGroup_50-54,No,549
2022-07-19,AgeGroup_50-54,Yes,610
2022-07-19,AgeGroup_55-59,No,458
2022-07-19,AgeGroup_55-59,Yes,649
2022-07-19,AgeGroup_60-64,No,356
2022-07-19,AgeGroup_60-64,Yes,564
2022-07-19,AgeGroup_65-69,No,257
2022-07-19,AgeGroup_65-69,Yes,435
2022-07-19,AgeGroup_70+,No,476
2022-07-19,AgeGroup_70+,Yes,1183
2022-07-19,AgeGroup_None,No,1
2022-07-20,AgeGroup_0-19,No,1734
2022-07-20,AgeGroup_0-19,Yes,969
2022-07-20,AgeGroup_20-24,No,802
2022-07-20,AgeGroup_20-24,Yes,508
2022-07-20,AgeGroup_25-29,No,908
2022-07-20,AgeGroup_25-29,Yes,612
2022-07-20,AgeGroup_30-34,No,823
2022-07-20,AgeGroup_30-34,Yes,674
2022-07-20,AgeGroup_35-39,No,813
2022-07-20,AgeGroup_35-39,Yes,627
2022-07-20,AgeGroup_40-44,No,747
2022-07-20,AgeGroup_40-44,Yes,544
2022-07-20,AgeGroup_45-49,No,649
2022-07-20,AgeGroup_45-49,Yes,573
2022-07-20,AgeGroup_50-54,No,601
2022-07-20,AgeGroup_50-54,Yes,573
2022-07-20,AgeGroup_55-59,No,485
2022-07-20,AgeGroup_55-59,Yes,551
2022-07-20,AgeGroup_60-64,No,405
2022-07-20,AgeGroup_60-64,Yes,532
2022-07-20,AgeGroup_65-69,No,270
2022-07-20,AgeGroup_65-69,Yes,372
2022-07-20,AgeGroup_70+,No,471
2022-07-20,AgeGroup_70+,Yes,975
2022-07-20,AgeGroup_None,No,37
2022-07-20,AgeGroup_None,Yes,1
2022-07-21,AgeGroup_0-19,No,1653
2022-07-21,AgeGroup_0-19,Yes,1203
2022-07-21,AgeGroup_20-24,No,680
2022-07-21,AgeGroup_20-24,Yes,507
2022-07-21,AgeGroup_25-29,No,791
2022-07-21,AgeGroup_25-29,Yes,597
2022-07-21,AgeGroup_30-34,No,777
2022-07-21,AgeGroup_30-34,Yes,732
2022-07-21,AgeGroup_35-39,No,688
2022-07-21,AgeGroup_35-39,Yes,737
2022-07-21,AgeGroup_40-44,No,631
2022-07-21,AgeGroup_40-44,Yes,561
2022-07-21,AgeGroup_45-49,No,540
2022-07-21,AgeGroup_45-49,Yes,576
2022-07-21,AgeGroup_50-54,No,512
2022-07-21,AgeGroup_50-54,Yes,627
2022-07-21,AgeGroup_55-59,No,437
2022-07-21,AgeGroup_55-59,Yes,651
2022-07-21,AgeGroup_60-64,No,348
2022-07-21,AgeGroup_60-64,Yes,585
2022-07-21,AgeGroup_65-69,No,254
2022-07-21,AgeGroup_65-69,Yes,437
2022-07-21,AgeGroup_70+,No,482
2022-07-21,AgeGroup_70+,Yes,1038
2022-07-22,AgeGroup_0-19,No,1517
2022-07-22,AgeGroup_0-19,Yes,1060
2022-07-22,AgeGroup_20-24,No,604
2022-07-22,AgeGroup_20-24,Yes,463
2022-07-22,AgeGroup_25-29,No,621
2022-07-22,AgeGroup_25-29,Yes,549
2022-07-22,AgeGroup_30-34,No,679
2022-07-22,AgeGroup_30-34,Yes,576
2022-07-22,AgeGroup_35-39,No,624
2022-07-22,AgeGroup_35-39,Yes,610
2022-07-22,AgeGroup_40-44,No,600
2022-07-22,AgeGroup_40-44,Yes,474
2022-07-22,AgeGroup_45-49,No,511
2022-07-22,AgeGroup_45-49,Yes,438
2022-07-22,AgeGroup_50-54,No,500
2022-07-22,AgeGroup_50-54,Yes,563
2022-07-22,AgeGroup_55-59,No,397
2022-07-22,AgeGroup_55-59,Yes,527
2022-07-22,AgeGroup_60-64,No,366
2022-07-22,AgeGroup_60-64,Yes,506
2022-07-22,AgeGroup_65-69,No,246
2022-07-22,AgeGroup_65-69,Yes,371
2022-07-22,AgeGroup_70+,No,461
2022-07-22,AgeGroup_70+,Yes,965
2022-07-22,AgeGroup_None,Yes,1
2022-07-23,AgeGroup_0-19,No,1302
2022-07-23,AgeGroup_0-19,Yes,967
2022-07-23,AgeGroup_20-24,No,423
2022-07-23,AgeGroup_20-24,Yes,367
2022-07-23,AgeGroup_25-29,No,481
2022-07-23,AgeGroup_25-29,Yes,475
2022-07-23,AgeGroup_30-34,No,561
2022-07-23,AgeGroup_30-34,Yes,517
2022-07-23,AgeGroup_35-39,No,566
2022-07-23,AgeGroup_35-39,Yes,513
2022-07-23,AgeGroup_40-44,No,482
2022-07-23,AgeGroup_40-44,Yes,429
2022-07-23,AgeGroup_45-49,No,405
2022-07-23,AgeGroup_45-49,Yes,467
2022-07-23,AgeGroup_50-54,No,391
2022-07-23,AgeGroup_50-54,Yes,450
2022-07-23,AgeGroup_55-59,No,317
2022-07-23,AgeGroup_55-59,Yes,485
2022-07-23,AgeGroup_60-64,No,277
2022-07-23,AgeGroup_60-64,Yes,437
2022-07-23,AgeGroup_65-69,No,213
2022-07-23,AgeGroup_65-69,Yes,333
2022-07-23,AgeGroup_70+,No,372
2022-07-23,AgeGroup_70+,Yes,948
2022-07-23,AgeGroup_None,Yes,1
2022-07-24,AgeGroup_0-19,No,1424
2022-07-24,AgeGroup_0-19,Yes,868
2022-07-24,AgeGroup_20-24,No,400
2022-07-24,AgeGroup_20-24,Yes,300
2022-07-24,AgeGroup_25-29,No,461
2022-07-24,AgeGroup_25-29,Yes,363
2022-07-24,AgeGroup_30-34,No,512
2022-07-24,AgeGroup_30-34,Yes,429
2022-07-24,AgeGroup_35-39,No,478
2022-07-24,AgeGroup_35-39,Yes,439
2022-07-24,AgeGroup_40-44,No,494
2022-07-24,AgeGroup_40-44,Yes,362
2022-07-24,AgeGroup_45-49,No,412
2022-07-24,AgeGroup_45-49,Yes,330
2022-07-24,AgeGroup_50-54,No,397
2022-07-24,AgeGroup_50-54,Yes,383
2022-07-24,AgeGroup_55-59,No,332
2022-07-24,AgeGroup_55-59,Yes,389
2022-07-24,AgeGroup_60-64,No,336
2022-07-24,AgeGroup_60-64,Yes,345
2022-07-24,AgeGroup_65-69,No,213
2022-07-24,AgeGroup_65-69,Yes,271
2022-07-24,AgeGroup_70+,No,393
2022-07-24,AgeGroup_70+,Yes,743
2022-07-24,AgeGroup_None,Yes,1
2022-07-25,AgeGroup_0-19,No,2386
2022-07-25,AgeGroup_0-19,Yes,1186
2022-07-25,AgeGroup_20-24,No,583
2022-07-25,AgeGroup_20-24,Yes,363
2022-07-25,AgeGroup_25-29,No,662
2022-07-25,AgeGroup_25-29,Yes,489
2022-07-25,AgeGroup_30-34,No,700
2022-07-25,AgeGroup_30-34,Yes,531
2022-07-25,AgeGroup_35-39,No,699
2022-07-25,AgeGroup_35-39,Yes,499
2022-07-25,AgeGroup_40-44,No,641
2022-07-25,AgeGroup_40-44,Yes,415
2022-07-25,AgeGroup_45-49,No,573
2022-07-25,AgeGroup_45-49,Yes,436
2022-07-25,AgeGroup_50-54,No,565
2022-07-25,AgeGroup_50-54,Yes,491
2022-07-25,AgeGroup_55-59,No,414
2022-07-25,AgeGroup_55-59,Yes,468
2022-07-25,AgeGroup_60-64,No,383
2022-07-25,AgeGroup_60-64,Yes,465
2022-07-25,AgeGroup_65-69,No,260
2022-07-25,AgeGroup_65-69,Yes,328
2022-07-25,AgeGroup_70+,No,458
2022-07-25,AgeGroup_70+,Yes,906
2022-07-25,AgeGroup_None,No,1
2022-07-25,AgeGroup_None,Yes,1
2022-07-26,AgeGroup_0-19,No,2246
2022-07-26,AgeGroup_0-19,Yes,1458
2022-07-26,AgeGroup_20-24,No,664
2022-07-26,AgeGroup_20-24,Yes,493
2022-07-26,AgeGroup_25-29,No,688
2022-07-26,AgeGroup_25-29,Yes,579
2022-07-26,AgeGroup_30-34,No,715
2022-07-26,AgeGroup_30-34,Yes,659
2022-07-26,AgeGroup_35-39,No,690
2022-07-26,AgeGroup_35-39,Yes,637
2022-07-26,AgeGroup_40-44,No,609
2022-07-26,AgeGroup_40-44,Yes,590
2022-07-26,AgeGroup_45-49,No,513
2022-07-26,AgeGroup_45-49,Yes,493
2022-07-26,AgeGroup_50-54,No,498
2022-07-26,AgeGroup_50-54,Yes,589
2022-07-26,AgeGroup_55-59,No,417
2022-07-26,AgeGroup_55-59,Yes,562
2022-07-26,AgeGroup_60-64,No,360
2022-07-26,AgeGroup_60-64,Yes,486
2022-07-26,AgeGroup_65-69,No,252
2022-07-26,AgeGroup_65-69,Yes,395
2022-07-26,AgeGroup_70+,No,476
2022-07-26,AgeGroup_70+,Yes,1020
2022-07-26,AgeGroup_None,Yes,1
2022-07-27,AgeGroup_0-19,No,2008
2022-07-27,AgeGroup_0-19,Yes,1455
2022-07-27,AgeGroup_20-24,No,666
2022-07-27,AgeGroup_20-24,Yes,558
2022-07-27,AgeGroup_25-29,No,651
2022-07-27,AgeGroup_25-29,Yes,663
2022-07-27,AgeGroup_30-34,No,607
2022-07-27,AgeGroup_30-34,Yes,690
2022-07-27,AgeGroup_35-39,No,672
2022-07-27,AgeGroup_35-39,Yes,691
2022-07-27,AgeGroup_40-44,No,620
2022-07-27,AgeGroup_40-44,Yes,574
2022-07-27,AgeGroup_45-49,No,560
2022-07-27,AgeGroup_45-49,Yes,518
2022-07-27,AgeGroup_50-54,No,459
2022-07-27,AgeGroup_50-54,Yes,573
2022-07-27,AgeGroup_55-59,No,397
2022-07-27,AgeGroup_55-59,Yes,545
2022-07-27,AgeGroup_60-64,No,306
2022-07-27,AgeGroup_60-64,Yes,488
2022-07-27,AgeGroup_65-69,No,224
2022-07-27,AgeGroup_65-69,Yes,380
2022-07-27,AgeGroup_70+,No,358
2022-07-27,AgeGroup_70+,Yes,969
2022-07-28,AgeGroup_0-19,No,1992
2022-07-28,AgeGroup_0-19,Yes,1306
2022-07-28,AgeGroup_20-24,No,599
2022-07-28,AgeGroup_20-24,Yes,509
2022-07-28,AgeGroup_25-29,No,632
2022-07-28,AgeGroup_25-29,Yes,549
2022-07-28,AgeGroup_30-34,No,632
2022-07-28,AgeGroup_30-34,Yes,580
2022-07-28,AgeGroup_35-39,No,585
2022-07-28,AgeGroup_35-39,Yes,564
2022-07-28,AgeGroup_40-44,No,529
2022-07-28,AgeGroup_40-44,Yes,537
2022-07-28,AgeGroup_45-49,No,512
2022-07-28,AgeGroup_45-49,Yes,489
2022-07-28,AgeGroup_50-54,No,411
2022-07-28,AgeGroup_50-54,Yes,491
2022-07-28,AgeGroup_55-59,No,351
2022-07-28,AgeGroup_55-59,Yes,452
2022-07-28,AgeGroup_60-64,No,296
2022-07-28,AgeGroup_60-64,Yes,438
2022-07-28,AgeGroup_65-69,No,214
2022-07-28,AgeGroup_65-69,Yes,358
2022-07-28,AgeGroup_70+,No,389
2022-07-28,AgeGroup_70+,Yes,904
2022-07-29,AgeGroup_0-19,No,1926
2022-07-29,AgeGroup_0-19,Yes,1286
2022-07-29,AgeGroup_20-24,No,494
2022-07-29,AgeGroup_20-24,Yes,418
2022-07-29,AgeGroup_25-29,No,502
2022-07-29,AgeGroup_25-29,Yes,463
2022-07-29,AgeGroup_30-34,No,462
2022-07-29,AgeGroup_30-34,Yes,534
2022-07-29,AgeGroup_35-39,No,544
2022-07-29,AgeGroup_35-39,Yes,538
2022-07-29,AgeGroup_40-44,No,479
2022-07-29,AgeGroup_40-44,Yes,434
2022-07-29,AgeGroup_45-49,No,425
2022-07-29,AgeGroup_45-49,Yes,384
2022-07-29,AgeGroup_50-54,No,393
2022-07-29,AgeGroup_50-54,Yes,423
2022-07-29,AgeGroup_55-59,No,316
2022-07-29,AgeGroup_55-59,Yes,425
2022-07-29,AgeGroup_60-64,No,290
2022-07-29,AgeGroup_60-64,Yes,383
2022-07-29,AgeGroup_65-69,No,216
2022-07-29,AgeGroup_65-69,Yes,310
2022-07-29,AgeGroup_70+,No,404
2022-07-29,AgeGroup_70+,Yes,937
2022-07-29,AgeGroup_None,Yes,1
2022-07-30,AgeGroup_0-19,No,1430
2022-07-30,AgeGroup_0-19,Yes,1091
2022-07-30,AgeGroup_20-24,No,333
2022-07-30,AgeGroup_20-24,Yes,326
2022-07-30,AgeGroup_25-29,No,371
2022-07-30,AgeGroup_25-29,Yes,325
2022-07-30,AgeGroup_30-34,No,388
2022-07-30,AgeGroup_30-34,Yes,401
2022-07-30,AgeGroup_35-39,No,377
2022-07-30,AgeGroup_35-39,Yes,412
2022-07-30,AgeGroup_40-44,No,352
2022-07-30,AgeGroup_40-44,Yes,409
2022-07-30,AgeGroup_45-49,No,361
2022-07-30,AgeGroup_45-49,Yes,335
2022-07-30,AgeGroup_50-54,No,324
2022-07-30,AgeGroup_50-54,Yes,410
2022-07-30,AgeGroup_55-59,No,250
2022-07-30,AgeGroup_55-59,Yes,359
2022-07-30,AgeGroup_60-64,No,201
2022-07-30,AgeGroup_60-64,Yes,357
2022-07-30,AgeGroup_65-69,No,156
2022-07-30,AgeGroup_65-69,Yes,283
2022-07-30,AgeGroup_70+,No,283
2022-07-30,AgeGroup_70+,Yes,711
2022-07-31,AgeGroup_0-19,No,1520
2022-07-31,AgeGroup_0-19,Yes,990
2022-07-31,AgeGroup_20-24,No,365
2022-07-31,AgeGroup_20-24,Yes,257
2022-07-31,AgeGroup_25-29,No,368
2022-07-31,AgeGroup_25-29,Yes,292
2022-07-31,AgeGroup_30-34,No,399
2022-07-31,AgeGroup_30-34,Yes,348
2022-07-31,AgeGroup_35-39,No,430
2022-07-31,AgeGroup_35-39,Yes,375
2022-07-31,AgeGroup_40-44,No,436
2022-07-31,AgeGroup_40-44,Yes,349
2022-07-31,AgeGroup_45-49,No,373
2022-07-31,AgeGroup_45-49,Yes,314
2022-07-31,AgeGroup_50-54,No,348
2022-07-31,AgeGroup_50-54,Yes,324
2022-07-31,AgeGroup_55-59,No,253
2022-07-31,AgeGroup_55-59,Yes,309
2022-07-31,AgeGroup_60-64,No,224
2022-07-31,AgeGroup_60-64,Yes,285
2022-07-31,AgeGroup_65-69,No,167
2022-07-31,AgeGroup_65-69,Yes,232
2022-07-31,AgeGroup_70+,No,300
2022-07-31,AgeGroup_70+,Yes,546
2022-08-01,AgeGroup_0-19,No,2462
2022-08-01,AgeGroup_0-19,Yes,1179
2022-08-01,AgeGroup_20-24,No,588
2022-08-01,AgeGroup_20-24,Yes,327
2022-08-01,AgeGroup_25-29,No,593
2022-08-01,AgeGroup_25-29,Yes,398
2022-08-01,AgeGroup_30-34,No,614
2022-08-01,AgeGroup_30-34,Yes,409
2022-08-01,AgeGroup_35-39,No,683
2022-08-01,AgeGroup_35-39,Yes,441
2022-08-01,AgeGroup_40-44,No,610
2022-08-01,AgeGroup_40-44,Yes,406
2022-08-01,AgeGroup_45-49,No,511
2022-08-01,AgeGroup_45-49,Yes,392
2022-08-01,AgeGroup_50-54,No,472
2022-08-01,AgeGroup_50-54,Yes,397
2022-08-01,AgeGroup_55-59,No,377
2022-08-01,AgeGroup_55-59,Yes,374
2022-08-01,AgeGroup_60-64,No,309
2022-08-01,AgeGroup_60-64,Yes,341
2022-08-01,AgeGroup_65-69,No,196
2022-08-01,AgeGroup_65-69,Yes,255
2022-08-01,AgeGroup_70+,No,447
2022-08-01,AgeGroup_70+,Yes,615
2022-08-02,AgeGroup_0-19,No,2114
2022-08-02,AgeGroup_0-19,Yes,1667
2022-08-02,AgeGroup_20-24,No,537
2022-08-02,AgeGroup_20-24,Yes,458
2022-08-02,AgeGroup_25-29,No,579
2022-08-02,AgeGroup_25-29,Yes,557
2022-08-02,AgeGroup_30-34,No,560
2022-08-02,AgeGroup_30-34,Yes,557
2022-08-02,AgeGroup_35-39,No,648
2022-08-02,AgeGroup_35-39,Yes,605
2022-08-02,AgeGroup_40-44,No,575
2022-08-02,AgeGroup_40-44,Yes,573
2022-08-02,AgeGroup_45-49,No,484
2022-08-02,AgeGroup_45-49,Yes,550
2022-08-02,AgeGroup_50-54,No,423
2022-08-02,AgeGroup_50-54,Yes,524
2022-08-02,AgeGroup_55-59,No,304
2022-08-02,AgeGroup_55-59,Yes,534
2022-08-02,AgeGroup_60-64,No,267
2022-08-02,AgeGroup_60-64,Yes,497
2022-08-02,AgeGroup_65-69,No,214
2022-08-02,AgeGroup_65-69,Yes,334
2022-08-02,AgeGroup_70+,No,376
2022-08-02,AgeGroup_70+,Yes,963
2022-08-03,AgeGroup_0-19,No,1947
2022-08-03,AgeGroup_0-19,Yes,1330
2022-08-03,AgeGroup_20-24,No,552
2022-08-03,AgeGroup_20-24,Yes,461
2022-08-03,AgeGroup_25-29,No,515
2022-08-03,AgeGroup_25-29,Yes,533
2022-08-03,AgeGroup_30-34,No,546
2022-08-03,AgeGroup_30-34,Yes,580
2022-08-03,AgeGroup_35-39,No,595
2022-08-03,AgeGroup_35-39,Yes,587
2022-08-03,AgeGroup_40-44,No,565
2022-08-03,AgeGroup_40-44,Yes,531
2022-08-03,AgeGroup_45-49,No,475
2022-08-03,AgeGroup_45-49,Yes,504
2022-08-03,AgeGroup_50-54,No,428
2022-08-03,AgeGroup_50-54,Yes,475
2022-08-03,AgeGroup_55-59,No,301
2022-08-03,AgeGroup_55-59,Yes,437
2022-08-03,AgeGroup_60-64,No,247
2022-08-03,AgeGroup_60-64,Yes,400
2022-08-03,AgeGroup_65-69,No,212
2022-08-03,AgeGroup_65-69,Yes,301
2022-08-03,AgeGroup_70+,No,413
2022-08-03,AgeGroup_70+,Yes,761
2022-08-04,AgeGroup_0-19,No,1697
2022-08-04,AgeGroup_0-19,Yes,1293
2022-08-04,AgeGroup_20-24,No,466
2022-08-04,AgeGroup_20-24,Yes,438
2022-08-04,AgeGroup_25-29,No,491
2022-08-04,AgeGroup_25-29,Yes,497
2022-08-04,AgeGroup_30-34,No,520
2022-08-04,AgeGroup_30-34,Yes,585
2022-08-04,AgeGroup_35-39,No,501
2022-08-04,AgeGroup_35-39,Yes,566
2022-08-04,AgeGroup_40-44,No,519
2022-08-04,AgeGroup_40-44,Yes,516
2022-08-04,AgeGroup_45-49,No,405
2022-08-04,AgeGroup_45-49,Yes,456
2022-08-04,AgeGroup_50-54,No,360
2022-08-04,AgeGroup_50-54,Yes,455
2022-08-04,AgeGroup_55-59,No,270
2022-08-04,AgeGroup_55-59,Yes,463
2022-08-04,AgeGroup_60-64,No,254
2022-08-04,AgeGroup_60-64,Yes,384
2022-08-04,AgeGroup_65-69,No,175
2022-08-04,AgeGroup_65-69,Yes,343
2022-08-04,AgeGroup_70+,No,359
2022-08-04,AgeGroup_70+,Yes,768
2022-08-05,AgeGroup_0-19,No,1566
2022-08-05,AgeGroup_0-19,Yes,1146
2022-08-05,AgeGroup_20-24,No,386
2022-08-05,AgeGroup_20-24,Yes,353
2022-08-05,AgeGroup_25-29,No,458
2022-08-05,AgeGroup_25-29,Yes,436
2022-08-05,AgeGroup_30-34,No,479
2022-08-05,AgeGroup_30-34,Yes,488
2022-08-05,AgeGroup_35-39,No,459
2022-08-05,AgeGroup_35-39,Yes,551
2022-08-05,AgeGroup_40-44,No,459
2022-08-05,AgeGroup_40-44,Yes,403
2022-08-05,AgeGroup_45-49,No,399
2022-08-05,AgeGroup_45-49,Yes,424
2022-08-05,AgeGroup_50-54,No,325
2022-08-05,AgeGroup_50-54,Yes,402
2022-08-05,AgeGroup_55-59,No,255
2022-08-05,AgeGroup_55-59,Yes,420
2022-08-05,AgeGroup_60-64,No,230
2022-08-05,AgeGroup_60-64,Yes,357
2022-08-05,AgeGroup_65-69,No,160
2022-08-05,AgeGroup_65-69,Yes,297
2022-08-05,AgeGroup_70+,No,325
2022-08-05,AgeGroup_70+,Yes,817
2022-08-06,AgeGroup_0-19,No,1101
2022-08-06,AgeGroup_0-19,Yes,993
2022-08-06,AgeGroup_20-24,No,255
2022-08-06,AgeGroup_20-24,Yes,250
2022-08-06,AgeGroup_25-29,No,323
2022-08-06,AgeGroup_25-29,Yes,348
2022-08-06,AgeGroup_30-34,No,357
2022-08-06,AgeGroup_30-34,Yes,354
2022-08-06,AgeGroup_35-39,No,372
2022-08-06,AgeGroup_35-39,Yes,417
2022-08-06,AgeGroup_40-44,No,320
2022-08-06,AgeGroup_40-44,Yes,335
2022-08-06,AgeGroup_45-49,No,282
2022-08-06,AgeGroup_45-49,Yes,332
2022-08-06,AgeGroup_50-54,No,245
2022-08-06,AgeGroup_50-54,Yes,330
2022-08-06,AgeGroup_55-59,No,212
2022-08-06,AgeGroup_55-59,Yes,326
2022-08-06,AgeGroup_60-64,No,165
2022-08-06,AgeGroup_60-64,Yes,270
2022-08-06,AgeGroup_65-69,No,129
2022-08-06,AgeGroup_65-69,Yes,287
2022-08-06,AgeGroup_70+,No,280
2022-08-06,AgeGroup_70+,Yes,674
2022-08-07,AgeGroup_0-19,No,1114
2022-08-07,AgeGroup_0-19,Yes,768
2022-08-07,AgeGroup_20-24,No,272
2022-08-07,AgeGroup_20-24,Yes,191
2022-08-07,AgeGroup_25-29,No,297
2022-08-07,AgeGroup_25-29,Yes,273
2022-08-07,AgeGroup_30-34,No,321
2022-08-07,AgeGroup_30-34,Yes,327
2022-08-07,AgeGroup_35-39,No,380
2022-08-07,AgeGroup_35-39,Yes,307
2022-08-07,AgeGroup_40-44,No,323
2022-08-07,AgeGroup_40-44,Yes,277
2022-08-07,AgeGroup_45-49,No,283
2022-08-07,AgeGroup_45-49,Yes,262
2022-08-07,AgeGroup_50-54,No,226
2022-08-07,AgeGroup_50-54,Yes,286
2022-08-07,AgeGroup_55-59,No,221
2022-08-07,AgeGroup_55-59,Yes,260
2022-08-07,AgeGroup_60-64,No,186
2022-08-07,AgeGroup_60-64,Yes,290
2022-08-07,AgeGroup_65-69,No,128
2022-08-07,AgeGroup_65-69,Yes,182
2022-08-07,AgeGroup_70+,No,264
2022-08-07,AgeGroup_70+,Yes,520
2022-08-08,AgeGroup_0-19,No,1843
2022-08-08,AgeGroup_0-19,Yes,1028
2022-08-08,AgeGroup_20-24,No,458
2022-08-08,AgeGroup_20-24,Yes,262
2022-08-08,AgeGroup_25-29,No,455
2022-08-08,AgeGroup_25-29,Yes,316
2022-08-08,AgeGroup_30-34,No,481
2022-08-08,AgeGroup_30-34,Yes,392
2022-08-08,AgeGroup_35-39,No,459
2022-08-08,AgeGroup_35-39,Yes,444
2022-08-08,AgeGroup_40-44,No,455
2022-08-08,AgeGroup_40-44,Yes,376
2022-08-08,AgeGroup_45-49,No,410
2022-08-08,AgeGroup_45-49,Yes,345
2022-08-08,AgeGroup_50-54,No,373
2022-08-08,AgeGroup_50-54,Yes,367
2022-08-08,AgeGroup_55-59,No,281
2022-08-08,AgeGroup_55-59,Yes,277
2022-08-08,AgeGroup_60-64,No,197
2022-08-08,AgeGroup_60-64,Yes,292
2022-08-08,AgeGroup_65-69,No,152
2022-08-08,AgeGroup_65-69,Yes,212
2022-08-08,AgeGroup_70+,No,342
2022-08-08,AgeGroup_70+,Yes,644
2022-08-09,AgeGroup_0-19,No,1517
2022-08-09,AgeGroup_0-19,Yes,1136
2022-08-09,AgeGroup_20-24,No,387
2022-08-09,AgeGroup_20-24,Yes,333
2022-08-09,AgeGroup_25-29,No,455
2022-08-09,AgeGroup_25-29,Yes,418
2022-08-09,AgeGroup_30-34,No,448
2022-08-09,AgeGroup_30-34,Yes,440
2022-08-09,AgeGroup_35-39,No,490
2022-08-09,AgeGroup_35-39,Yes,439
2022-08-09,AgeGroup_40-44,No,445
2022-08-09,AgeGroup_40-44,Yes,419
2022-08-09,AgeGroup_45-49,No,355
2022-08-09,AgeGroup_45-49,Yes,417
2022-08-09,AgeGroup_50-54,No,267
2022-08-09,AgeGroup_50-54,Yes,400
2022-08-09,AgeGroup_55-59,No,228
2022-08-09,AgeGroup_55-59,Yes,357
2022-08-09,AgeGroup_60-64,No,201
2022-08-09,AgeGroup_60-64,Yes,348
2022-08-09,AgeGroup_65-69,No,146
2022-08-09,AgeGroup_65-69,Yes,275
2022-08-09,AgeGroup_70+,No,255
2022-08-09,AgeGroup_70+,Yes,779
2022-08-10,AgeGroup_0-19,No,1387
2022-08-10,AgeGroup_0-19,Yes,958
2022-08-10,AgeGroup_20-24,No,400
2022-08-10,AgeGroup_20-24,Yes,281
2022-08-10,AgeGroup_25-29,No,442
2022-08-10,AgeGroup_25-29,Yes,406
2022-08-10,AgeGroup_30-34,No,438
2022-08-10,AgeGroup_30-34,Yes,443
2022-08-10,AgeGroup_35-39,No,431
2022-08-10,AgeGroup_35-39,Yes,407
2022-08-10,AgeGroup_40-44,No,414
2022-08-10,AgeGroup_40-44,Yes,400
2022-08-10,AgeGroup_45-49,No,359
2022-08-10,AgeGroup_45-49,Yes,358
2022-08-10,AgeGroup_50-54,No,300
2022-08-10,AgeGroup_50-54,Yes,333
2022-08-10,AgeGroup_55-59,No,207
2022-08-10,AgeGroup_55-59,Yes,322
2022-08-10,AgeGroup_60-64,No,195
2022-08-10,AgeGroup_60-64,Yes,329
2022-08-10,AgeGroup_65-69,No,164
2022-08-10,AgeGroup_65-69,Yes,241
2022-08-10,AgeGroup_70+,No,293
2022-08-10,AgeGroup_70+,Yes,659
2022-08-11,AgeGroup_0-19,No,1117
2022-08-11,AgeGroup_0-19,Yes,876
2022-08-11,AgeGroup_20-24,No,321
2022-08-11,AgeGroup_20-24,Yes,280
2022-08-11,AgeGroup_25-29,No,363
2022-08-11,AgeGroup_25-29,Yes,370
2022-08-11,AgeGroup_30-34,No,435
2022-08-11,AgeGroup_30-34,Yes,412
2022-08-11,AgeGroup_35-39,No,417
2022-08-11,AgeGroup_35-39,Yes,424
2022-08-11,AgeGroup_40-44,No,344
2022-08-11,AgeGroup_40-44,Yes,382
2022-08-11,AgeGroup_45-49,No,273
2022-08-11,AgeGroup_45-49,Yes,348
2022-08-11,AgeGroup_50-54,No,271
2022-08-11,AgeGroup_50-54,Yes,369
2022-08-11,AgeGroup_55-59,No,195
2022-08-11,AgeGroup_55-59,Yes,357
2022-08-11,AgeGroup_60-64,No,178
2022-08-11,AgeGroup_60-64,Yes,299
2022-08-11,AgeGroup_65-69,No,125
2022-08-11,AgeGroup_65-69,Yes,255
2022-08-11,AgeGroup_70+,No,262
2022-08-11,AgeGroup_70+,Yes,736
2022-08-11,AgeGroup_None,Yes,1
2022-08-12,AgeGroup_0-19,No,987
