1635437012634181633,0.0
1635439537831698432,0.1428571428571428
1635455886867980288,0.0
1635458402846375936,0.0
1635461005395337216,0.0
1635486098821623809,0.5
1635515121286914049,0.0
1635516930961604608,0.0
1635525200736583681,0.25
1635540016771522560,0.0
1635540032361463810,0.0
1635552454677786625,0.0
1635552455751614464,0.0
1635556181325365248,0.0
1635556181342035969,0.0
1635642266877296641,0.5
1635654449615233026,0.0
1635659204433424385,0.0
1635671384520286212,0.0
1635690557375905793,0.1666666666666666
1635697703496880128,0.5
1635698249846915072,0.4833333333333334
1635702794983444480,-0.0333333333333333
1635706587594760192,0.0166666666666666
1635722178728701953,0.5
1635727519222738945,0.25
1635732351010635776,0.345
1635733149509619712,0.0
1635733236440776705,0.425
1635737318710710272,-0.0333333333333333
1635739967971553280,0.5
1635740846393012224,-0.0333333333333333
1635743492503920640,-0.0384615384615384
1635743579221168129,0.5
1635746152929955843,-0.275
1635756151844503552,0.0166666666666666
1635759135143739396,0.0504761904761904
1635759556017160192,0.5
1635761366765129732,0.0
1635762909061033990,-0.0111111111111111
1635764989951881216,0.2333333333333333
1635769035886559233,0.0
1635770034722152448,-0.1
